X1,X2,X3,X4,X5,X6
-0.17455543022498743,-0.42002842765724346,-0.05767125046650265,-0.4079091096721972,-0.15768590758396245,0.1735496506119209
0.1967276228748781,0.18538606510645295,0.23083360520797253,-0.6180264010680008,-0.3615632976519124,-0.45905580311628286
-0.6428959705813339,-0.5323378587733507,-0.5013706853842608,1.3527483583794246,0.7510355297697728,1.1237779517316315
0.10114856150186889,-0.1698200379248251,0.23177808178116327,0.23037460428876105,0.3781128191187897,0.2640492684943778
0.48993768280434097,0.39284642729543084,0.5707765089284274,1.3090554427355565,0.6565728071457073,0.7740825928324561
1.4597976453660273,0.9828730237757733,1.4445318408895251,1.7457615615154376,1.191529883324896,0.7424559743077661
-0.3368492827190955,-0.13270456390856672,-0.4114397858351822,-1.0503313573413846,-0.25232973283627474,-0.563421259276257
-0.15328001353598916,-0.48350116914575547,0.0043216056062535535,0.6208645359855116,0.43153061217658173,0.719680655449325
0.27864914267563257,0.43074238765122197,0.4148514065727285,1.0354075686936821,0.6800210838649221,0.732033032368993
0.1729143634925496,-0.2700822463876358,0.41094582621680975,1.609212275504293,1.0604045718675603,0.7924998916495896
0.47369481328225393,0.3631505325082879,0.8462853394031807,0.3629980002387274,0.17994639365103948,0.2090164573458513
0.14330688763208096,0.011007171313409968,-0.09671986310336564,-0.5048400537056077,-0.23782907403893377,-0.2685910167698677
-0.807872250696797,-0.8407879628415292,-1.0441145726159704,0.22320828182745261,0.715831471323547,0.32999434232681574
-0.07043530602725537,-0.5846898953327161,0.029681692476797417,-0.5331676037521416,-0.911879906704514,-0.2318381040554
0.2566832870360566,-0.054234518064088806,0.10062671038258642,-0.8996573120458743,-0.6248398733880425,-0.5926749133905578
-1.0568688923603227,-0.7609450882909699,-1.0645919131687118,-1.3209142651168977,-0.8372800578851649,-0.9412575559668916
-0.7593815103102144,-0.4252904858608642,-0.5348435966898744,-0.14496095775663267,-0.12065016586787349,-0.5081308927158779
0.5078662275319659,0.19776394026662708,0.8025774265269049,0.8426217230104941,0.27321489804788274,0.3741436888469848
-0.7938055789505127,-0.9414067190350859,-1.4550359915425524,-0.8507074979845416,-0.5528886958825144,-0.4075152369117164
0.6614493544741451,0.5878309170585017,0.3435482018222803,-0.16524594979759566,0.16172967649344813,-0.13404524978084917
0.062274417037481156,0.2060931237183996,0.08365863910231075,0.42785804928935944,0.6507723363181825,0.2906214847878398
0.11268197366961002,-0.06007707405342802,0.18731618472457012,-0.5863613439257754,-0.3236195602908194,-0.5051761263584206
-0.6561172796946813,-0.5021497924230358,-0.4636030317721613,0.30779856795002253,0.5933144199036015,0.2738491211529285
0.03469870617547274,-0.07945413171532989,0.1282021032310377,0.15437793354503154,0.5289790487618435,0.522731597389611
0.11057202409507408,0.4591306033065425,0.3241948627382819,0.34913701536625535,0.11027461816922439,0.579390523614309
-0.20740521823995894,-0.5659916974804394,-0.029491553269603066,0.19964960134702026,0.11984399266986473,0.13786849961953812
0.0979334779711449,-0.0169998476011287,0.2214111230081682,-0.8369120850725257,-0.6981567360346227,-0.326216781462758
