Q,X,C,M,Y
-0.24699626695153362,3.291885611994237,0.7025403673630926,2.301962235219221,3.706387844565822
-1.6286442294835117,-0.333409583528815,0.09344710842298158,-1.0107910417752508,-0.9951544866123909
2.2583339700507685,-0.3397031555192448,1.010765354981366,0.2089347165063544,1.1688992376990779
-1.014264204721509,0.06967695268565122,-0.25844439046851425,-2.2965409469323532,-1.836839196051926
2.0411350233464174,0.5764774773462714,0.2753521326051052,-1.42344972629866,-0.19711745808627074
-0.7576037578602871,-2.6037691157904312,-1.0867122573452737,-1.6155220881887682,-1.88428394870874
0.7916812332751157,0.9637549614729144,0.3536113889290245,1.0887022128076107,0.7848487100089638
1.215056791839479,1.6036220455488985,2.0784325494262816,0.4330992198629364,1.0617929652330729
0.027728838828002377,1.6913480412497583,-0.8328574506539672,1.610414979565855,0.9464845825240734
-0.5309119866351886,1.8197628688116974,0.8909343611221542,0.894860458080736,2.064337087314283
-0.37564371876349284,-0.5774484544172098,1.1697828532376655,1.0984712409385895,1.5046178650393933
-1.1771616791063053,-1.3520283886665343,-0.26470230157676256,-1.2421530813688904,-1.8622245976916916
-0.22789541082003778,-0.3918459072247999,-0.5892873952419984,-1.239390729406233,-1.8596746903604287
1.5955234709929866,1.3773830776405926,1.0381616399098947,2.02623314264145,1.127691561780941
2.3985655501651664,1.3939706672313912,-0.1985281989954813,0.4488425604868108,0.7969526705152155
-1.1041943760724986,-2.7587182090352043,-0.37933853666102574,-2.4251710877730663,-1.5271725837060293
-0.32763372438777044,0.1699774753811562,0.15426936478827488,-1.1521002447271809,-1.0100199290877034
-0.6309406276919864,-0.13030303896279552,-0.13119513806034203,-2.4113727381028154,-1.7276953047756143
0.5114388042500322,-0.2369104138642657,0.10900259325983286,0.04925478156065807,0.12395515457113362
-1.3752491830030256,-0.5431127329993984,0.4307049455344666,-0.29011861660960303,-0.503439821683741
0.5323812805395377,-0.15855693843272126,-0.0028919150498820834,-1.5522147574659275,0.26742550038784874
1.2712473068262018,-1.8835689830388884,-0.49328883660152895,-1.7839968001798159,-1.4068409661353751
-0.4121597139473418,0.6332534253576956,0.3533351205402169,-0.7509039983210225,2.609877902647909
-1.3364443086382167,2.6833548928161237,0.3104405797278888,2.660452961038532,3.328570736544328
-0.1413511659262721,-0.929264165857659,-1.383745083616084,-2.0633363585476605,-2.0734838707273653
-0.05600612289962544,0.31510071318525557,-0.1545545683341101,2.5762647933544494,1.0397743038713738
1.7888759864262869,-0.4908404805250905,-0.9142688527910471,0.47950106725955727,1.1160946553220605
-0.08366584832300705,-0.04583744801928147,1.6021368497065895,-0.10203494838410707,0.8686840466352391
-0.9193268651437513,-0.7179726030822298,-0.6084161557123478,0.09035471153316976,-0.20175078945859454
-0.8793892278978624,-0.8549591187560694,0.3827898059027514,-0.5183137475019153,-1.260851430643129
0.1401260819373276,-1.6159862235954567,-1.0626593604451438,0.32198718113308966,-1.7061070474054447
0.24871051584727602,0.7023646773408829,-0.1044350688162284,1.4718975375557695,1.765431239247497
-0.18357881942937038,0.6514269673159367,0.7304092149962412,1.5674554038326658,0.6918205711861718
1.6644083310225382,-2.003419220824481,0.3231246056315287,-1.3889071235468988,-1.899520456836492
-0.4742028841491783,-2.2190483011392144,-1.7452125162965648,-2.5164323320724185,-2.631254770601787
0.8283014524391521,0.5661402956664037,-1.218525246620128,1.024424613803761,1.5645236674629563
0.3203015519542624,0.8147510131625059,-0.8241863239753515,-0.8184361797825105,-0.14587537698991182
-0.33229221943707854,0.16855893279591744,1.2791509428683285,1.492403843546085,0.6011621761039512
-1.7719438976613786,-0.3797898199353787,0.635059647455934,-1.9894172443948688,-1.9220319417283724
-0.1758581195976146,0.5098152765357903,0.2644606135527533,-0.6227013041035485,-1.2263791526003371
0.8385336828928669,0.5387621636295244,-0.08287298645206147,0.10783805828582249,2.4374082061054385
1.1874272556473326,0.8844780325989325,0.46284101778148545,0.5241738239852646,0.6385184385662781
-1.4461555461811693,2.330451363721764,0.8770838157557449,2.2044178361730107,5.243225842687565
-0.9847165284846154,-1.8788428474199277,-1.0887752255117251,-1.366428456006328,-2.835329995558427
0.5473393909563571,0.20008911873269508,0.5030945478910055,-0.6459881023176819,1.0689495696862943
-1.4028919315715018,-0.3530236498202315,-2.547327396149289,-0.7178264913537866,-3.4166366194965763
0.2620802714982295,1.0789230247315125,0.5093003648802599,-1.5158183403600063,-0.5033474845340838
0.2409345733796211,-0.37487754767364373,-0.806111294868112,-0.7482529905665771,-1.914304876624926
0.072540959841427,-1.5055982281619376,-1.3372924287534984,-2.025140698721642,-0.8806120458875668
-0.016406439167951165,-0.07083395923127914,-0.21622729268967278,0.5203045554881043,1.595355490738374
0.1547751247365686,0.9198052293308592,-0.7625682873786974,1.3268366729315342,1.2081785243243235
0.7003738085060792,-0.1622599490490243,1.118414717419803,1.3654519911466723,2.142335848858065
0.34053606442713635,1.0167371794641031,1.555682590153067,0.5581234817610075,1.86844582663945
0.47886393027312985,-2.087444731332239,-1.1414307402349615,-1.4328490002558956,-3.4894296813783603
-1.0448044825566083,-0.17918056274496635,-0.5945462932982372,-0.7636140405119753,-0.647556695128978
0.6455072490044733,0.48236521665748616,-0.732644854636355,0.17130720214694475,1.506547326337321
-0.3477057397822417,-2.542194200782048,-0.6750096946265371,-1.4798228594168843,-4.391392736052791
-1.8589230259181297,-0.9737244137559748,-0.7971652677649093,-2.3792914412831516,-2.677052218526843
0.8709838650872063,1.6083102295283822,-0.2456342751867611,1.7680334952770682,3.3235400854030455
-0.7130215407987625,-0.4091883356360441,-0.2738148412390045,-2.2926793829179974,-1.5813646770314573
-1.8932445840074716,-0.7516554557140852,0.3265705129862786,0.18127582323196878,-0.4613585528658146
-0.1159315167468503,2.4812679247737734,0.5107358571387735,3.9802479902724635,2.4842451565257004
0.944374626891655,1.7466013805575054,1.136589563583408,0.3965754818913253,2.107192373937318
0.8797373208956377,-0.7584353392178708,1.3270585494539273,0.8676784236096173,1.3625527587496475
0.29232432315394075,-1.3730887515549612,-2.669444134736777,-0.949904222110602,-3.0888177028878934
0.3476878940178985,0.0033671150297260866,1.264288812291064,-1.883016807128677,-1.5211709092225463
-0.14709659063772987,-1.145923172995897,-0.9746895429571629,-1.5098767408038716,-1.5129185139963293
-0.7081308262105035,-2.143580114722703,-1.408739364830587,-3.1237360841065147,-4.647851804032128
-0.6740316084676506,-0.3998553149022912,0.2050921229292852,-0.292003724165164,1.0528016855933349
-0.17192602982509744,0.30632046341790675,0.9181209654476704,-0.6163687168539926,-0.6306626391709951
0.8594632748991198,-1.3037925832621977,-1.0375120526667367,2.1110863719943462,0.6086657493182571
-0.7220140629125499,-0.4154001664575442,1.3680917281183635,-1.45588061552096,-0.02073905715804225
0.12707457016784152,-1.4979931256984949,-1.8037272950480456,-2.1837280018744023,-0.8758566513957828
-1.2023376707706244,-1.1149580161921266,0.7638447134522456,-2.388101295868537,-1.6073300099461436
1.1682372687651086,0.9072187605273224,-0.5101108507194347,2.3843274600097457,0.26567071601489856
0.42506815449284635,-0.6095156689239853,-1.9511852211480023,-0.6509222758177133,-2.793712528649123
0.6580676627432296,0.6996480053546397,-1.144364037908183,0.7055043810942747,-0.5364039264199265
-0.9733677484084536,-0.581219389207961,0.3444204734006407,-2.4891615349152905,-1.7990492084973995
-2.758462954180998,-1.8282938931469663,-0.19460520530629216,-3.9026009578696925,-2.9009375837204328
-0.23073278108263132,0.9236019087325426,0.2741042708465248,-0.044581978624517404,-1.610511512705277
0.47515875782115735,-1.4628642611223208,-0.8697797966140128,0.008975200380486603,0.315387866930408
-0.31660271661788236,-0.5291374472823169,-0.781700867986971,0.26203121229041404,2.190485965651875
-0.15680172451775948,-0.1824357630957404,1.1480853075883288,-0.7265309692058847,1.0424580610559924
-0.4185044204662623,-0.7372215764353909,-0.3901653123847665,-1.470008076281271,-1.0997038898811475
1.0898769656681837,-0.7774039455229972,0.8530755025375358,-1.218827565935789,-1.4371923432867928
0.7312777102060726,2.364345598827963,-0.027274623100683876,3.206498733200702,4.099011491698499
-1.3013037229597626,0.9162726922674154,0.5199469269116648,1.5826051831860757,1.8478737792905677
0.6887073671364633,1.4414053194448315,-0.4386184490399873,1.9093483913623834,0.9478846935739829
-0.8816231080354129,-0.11768623778815379,0.29193370576633915,-1.6153394697094394,-0.9750581010158078
-0.2226947687482674,-2.171842321309841,0.7863945282935837,-1.5131638106720537,-2.244869060835249
-1.3531025416642795,-0.5510916869965559,-0.19283589483882937,-1.260560072079652,-0.6519949096156782
-0.7704883364848807,0.4494329791052689,1.0065887454020828,0.530841982883698,-1.307678592978986
-0.1654600794854016,-0.6441338996503829,-1.04260159723055,-0.4343758866762667,-2.257711459616962
-0.6734846704467147,1.6412382740577487,0.8448880431789335,1.3432085910632994,1.6456795582603525
1.6653601549313943,-0.7986503565250649,-0.4023504690573366,0.1251695859709573,-0.6416733191353595
-1.6300463800245355,-1.3468804331095183,-0.8604619736523141,-1.27734124301524,-1.3135615307942645
0.8355279037407416,-1.2450694863854301,0.5511120128010385,0.9209467733793185,0.14390935659003679
-1.355056688839545,2.28861014417661,0.13561631621530887,2.9316577559444363,3.474764675813283
-0.05220403709132878,1.4799323904518353,0.8209607590919987,0.36550213560812306,1.1018745155825966
-0.3349656876798664,-1.3742139452328344,-1.4994897270754937,-0.5109365551877973,-2.5654424584064013
-2.203464126482952,0.9785495001014943,-0.7497899288152527,1.2073005140657669,0.8514906641075186
-1.770874644675117,-0.003489295375801782,0.43974027022101053,0.46818741484547993,0.06850613607790351
-1.4694863857133842,-0.6010215520221132,-1.7854131982935224,-1.2274522512196593,-2.5512660321899228
0.1329388747623724,0.5724881800667936,-1.1699700869604646,0.2367562127937127,-1.5457135694013169
-0.3607090243457633,-0.013256590184690997,-0.05273078563759235,0.20062884847862164,-0.28985579925337035
-2.954423834750219,-2.199479968944969,0.1339902863895292,-1.237641970413662,-2.4144479906373544
-0.3416746769855385,0.3675285076795538,-1.481276345247137,0.08980451552799962,-0.6913218449821754
0.17581058161220894,2.054428598119901,0.18425908845989453,1.278634764495163,2.477371529023303
0.8200901256629463,0.2714288597789095,-0.6529968057462404,-1.2992525148931249,0.25838789525200934
0.5961626380075781,0.36355102794653993,1.5373950345259375,1.5398519318997952,3.013933135925563
0.6877710647429874,1.0928397792230673,-0.808357874383695,0.5768172830203535,-0.8970231715256141
0.6074392705311571,1.6999593604633139,0.9619671265010085,1.6698255993962325,1.2123235256923568
-0.032712011510815944,-2.2084118422018615,-0.05865803752816525,-1.9277857719317357,-2.7434997577822706
-0.3654169203047777,-0.7510121071093177,-0.405980948657142,-1.1469622964127044,-1.527124765789582
0.7997811639118022,2.318993043185121,0.3210301555905186,3.051162883259817,4.039176500144621
-0.4785139726135789,-1.9591704464560697,-0.7160586163015908,-1.6610605821886524,-2.2244123778019804
0.6569331031649419,0.043016388592042175,-0.1975985422186947,1.0542922029709596,-0.1698644504435759
0.9394229672145173,1.806162446288441,-0.5083059936304893,1.5166529796912611,2.1452534575811475
-0.46120047550398635,-1.3734257061906336,-1.4438127371412985,-1.9323269840651685,-2.720601945323297
-0.7603047117658233,-0.8935430003234761,-0.7728542644320315,0.1077556714453447,-0.6650693083620852
-0.1675523651141952,-0.8407643099904165,0.13787754469974506,-3.1600520139815567,-2.8819644583131274
