P,X,M,Y,Q
0.10798970184902658,0.49218088474524513,-0.669285832875351,-0.021720699231410092,1.9306896881671372
0.7546544325734473,-0.05727406637164373,0.39203705278501466,0.3343497337402418,0.9442829364719092
-0.27850777412425914,-0.3840613745603063,-0.39182449106601175,-0.5224547945017768,-0.19330174695061017
-0.7992877192096729,1.3918555037764144,0.015913956034090737,2.7570557945549306,0.5664932012803269
0.4260504477248753,-0.4155824840816274,-0.019560631880067084,-0.16587164911942895,0.8418469703211393
0.754182054327532,1.2669060269286185,0.7199317105490772,0.6908142165063675,0.35723333191797424
0.6760852239934678,1.0560706361034997,2.536585088443015,1.241121097816734,1.0975621216172406
-1.4593586404652614,-1.1225858681739864,-2.216577307335592,-2.057879261468503,-1.5626160186420441
0.4030554489640091,-1.289186028354664,-0.019265361489258503,-1.7265049548977758,-1.415196118368415
-1.2804997216617489,-0.9325855256335849,-0.42206891165297555,-2.004886927134568,-0.639912420847817
-0.8521198229239356,-1.2160227344992256,-1.5468853483950977,-2.098773084530357,-0.5664471052351001
-1.012713272328567,-0.3280589197498699,-1.0552381049345865,-1.331553904333022,0.2234555517954231
0.12882673439622142,-1.1953181242744753,-1.6364811544569056,-1.1396237453193265,0.36798127213050713
-1.1697995347168564,-1.5461489021620984,-1.2218913761206585,-5.069893677590739,-4.512864318515284
-1.3330932998206757,-0.9885975142286788,-2.666450254703083,-2.321410550211919,-0.4254968855958944
-0.7546371447877046,0.43881625533614316,-0.05355305047487323,-1.185084112823186,0.8122070374345258
0.7005451467248546,1.024141558920517,1.3989984678993868,2.208066576856131,1.836085792775306
1.1294714508602424,0.6316855507049504,1.1961526722117388,1.4462557500714663,0.46013461026805813
-1.467962652306101,-2.724764248854983,-2.8205070456094585,-3.072681698419849,-3.049133697191808
0.7277496796601208,0.5536441697025947,0.2979375152424263,1.2008154116876215,0.4254019089794451
-1.5378092398950551,-1.107349555904543,-0.4853660166591416,-1.9146931810198629,0.13802252439181673
0.5329166253105807,-0.9121575508328099,-0.8477319726110721,-1.4511981337638484,-0.5276436704566527
-0.6771788962911031,-0.6372103912583102,-0.9137774260946296,-0.18121457138429675,-2.4732352686482795
1.51979920734988,-1.1814404309449238,-1.2241244235513622,-3.3011784141915683,-1.7834476547785005
1.406390271169023,0.6680328274633275,-1.5039871096844784,0.3427509217839362,1.708710796837204
-0.3021075987581958,-1.6082994697837747,-0.8999977699489351,-0.2588019604847711,-1.8144530343139351
-0.39777740521206006,1.003198263582196,1.4111460117628363,1.1369587225025217,0.8256104601843794
-0.14039811974182695,-0.24910690389339524,1.7986552785513605,1.3601367798794561,-0.9965679934203413
-0.14255880313897434,-0.8174006119529518,-2.1140293533862042,-0.18021537298458612,-0.9300242213328639
-1.5331471140620423,-1.0430524301307635,-2.39858439230158,-2.335519193973193,-4.600889317927141
1.1868766868731728,0.09766372538843238,-0.30405076128066344,-0.7554300134722481,0.3989813670783926
-0.8410514028227573,-1.8197810990041865,-1.5225428022685072,-4.151634022657073,-2.2992131545846006
1.211098392850251,1.9594952051260994,3.016676552503598,3.9732405386095246,0.33674892936638057
-0.8855589888803554,0.661743123028351,-1.205348677118117,-1.543715164800572,0.08253328668500023
-0.593533656319477,-0.8927682857179104,-0.9828793814312164,0.33381567117355804,-0.19257879955761384
-2.036333348111052,-0.7401500072946177,-2.7599031770473985,-3.4246757621482917,-0.44955421362841486
0.8512691280262857,-0.11604497915884959,0.19474386421854042,0.18119683767677336,-1.1087246872685848
-0.3546660003562394,1.5284778817686997,1.8659216380748056,2.935800992439897,2.3483084940839545
-0.7788988838107873,0.0268949076072984,1.2058517444585266,0.12333444254222481,-1.9308627083867853
0.891681515557161,0.09757326919383036,1.8876648408750467,1.794850907709822,-1.8586521830557652
-0.264508411643555,-0.37136199861372654,0.7792779366992622,2.0607246762732685,0.609501778858093
-0.20447113663050503,-1.4706977524889546,-1.6321275007882152,-3.0873333434909638,-0.9453489116488963
-0.3485083162837818,-0.07880654114790123,-1.4015638397300403,-0.37022228344736186,0.7153790339920603
1.718021205869882,1.5851808506209575,1.7579541032339259,2.0970590698623495,0.1816091210891062
0.5749116184707742,1.0880662926986147,2.0127869603022956,2.2390732700867666,-0.2085201426158798
-0.3799036424162989,-0.34132426445090575,2.3565379631177943,1.183023718514659,-1.0743684874163124
-0.018314415887382578,1.219123114802715,1.210339225914093,1.8149624922835954,-0.0948010877776504
0.8152563685741576,-1.048485712751059,0.5414439784702956,0.09135655528350461,-0.6946483391474779
-0.9673898421777538,-2.059527830925087,-3.2347560606452577,-1.4986889796643008,-1.2134259272733356
1.8539805995509815,0.916155635822044,1.3191037042970404,-0.6993871714819029,0.11241667672673633
-1.3016660058266183,-1.4505166036558688,-1.2560671968469435,-2.4719083583117674,-2.36170407349127
2.3577536165928197,0.6173817362005455,2.9148485897865686,3.7317575604613875,1.2889201254165294
0.671434088194007,-0.43250159878252614,-1.1402204618822034,-0.4165881370917959,-1.709483036465476
1.3346347514747883,0.06088485925335996,0.2002828124794287,0.3078512882936701,1.8775632005661325
0.8453637581537884,-0.13662791009652198,-0.03225834374558745,-1.2287955401522903,-0.1608037419087398
0.04425969276887175,0.2246376492126127,0.4752662104176563,0.1588883544906579,-0.19174341871028996
-0.6049100272574243,1.5558886868030215,0.3122208266079335,0.9460627327841784,2.444796359678208
-0.07808547257663075,1.1413058321375273,-1.0880172558357497,0.1697760661059273,-0.9813646923878554
-1.937418636259585,-0.9546114218524979,-2.9185388639557104,-1.6964245396344066,-0.060206893819651386
-0.8620343599890834,-1.7094319044934738,-1.6090201261239536,-3.4554071469038403,-2.0959040570897467
1.4598597188524003,1.8401087771002165,2.1604397259522914,3.5971806511690634,2.200762013024693
-0.5031708265197976,-0.3191181736446183,-2.2803416518283757,-2.5180070694782968,-1.7690559665023269
-0.778225869440793,-0.9886336051308706,-0.48669412989626604,-2.0078923282440506,-2.878696234435675
0.2485121913054636,0.997873292864202,1.2405743438426855,2.294659567593602,1.9243925839429914
-0.053671451327060554,1.1792938767984529,0.08560169823638408,0.1794686081891511,-0.7769581862592323
-0.002784891782777282,-0.91185540517009,-0.5073081462975313,-0.9889587468015568,-0.45004263907789765
