P,R,X,M1,M2,Y,Q
-0.32381903059651135,0.30019835145759827,-2.9326188746941946,-1.9528375403949418,-1.678277939419013,-2.3691216879845314,-2.3850011845532433
-1.7004370001825977,0.5744062025906992,-0.9959738388840584,-1.2443183143698016,-0.9404723189993587,-2.3412980290545877,-1.8962897680704618
0.46321243697724046,-0.6127083450805424,-1.2138019426565274,0.033354929227955576,0.371702039801858,-1.785043238560168,-1.4380686607163164
-1.2681061150461823,1.5682992600466976,1.313869101226682,-1.1542917281434908,-0.9520801725514003,0.6960546176095103,1.3508248659681672
-0.4540346522826563,0.8378330471876769,-0.8281438677095994,-0.4787243971148203,-1.5465212600223772,-2.4832755611283277,-0.5708413499096898
1.2521333873527727,0.08235495222941083,-1.521064272448029,2.384596852504136,1.9551666126348268,0.9486066697824496,-0.5434096083419698
0.04197191485490665,0.3875975126936921,1.7201488407506047,1.6841696461587867,0.8426357463745899,3.487160669537425,0.5639804752515503
-1.5050291317093145,-0.29206680396339535,-1.4481832018369545,-0.29123654712820113,0.22929347601023325,-2.6436817980022473,-1.5134369237684395
0.6621080667453262,-2.224167085990487,0.8358490223381685,3.4654872481032633,3.7079193384878812,2.122211263783189,1.4523104336434693
-0.2656142360359618,-0.3495494581169675,0.6491183409983767,0.0626864175664203,1.9203166663928808,0.7007681622089262,-0.5848968963750143
1.2794022987558864,0.4849758781967726,0.0822802317311957,1.3614891932869384,0.3729150666995005,1.0407538961837206,1.1800235839356388
1.6332564516338188,-0.3696640891611957,0.6202434980720178,2.2312314544878786,3.0849676575042917,2.8896636045336437,1.144851821592553
-0.3130126561499485,-0.24365353583776578,-0.6557949902008261,0.48845947833353676,-0.11838161675314424,-1.5155610079869377,1.006147263836931
0.4428699455619241,0.812725698828014,0.4648841454428755,1.1615849849282234,1.0390676836681736,1.897162610066348,-0.8189079059428357
0.4763331319203865,-1.0617720516030018,1.4288763190551141,1.1142966891175745,-0.7741855995739317,-0.3055565418332902,-0.1896354330467827
-0.3059303780519608,0.6621982153624827,-1.1323710225922912,-1.9747313485856506,-2.03134113319411,-2.5047909879457064,-0.847577836798338
-1.2162919521454147,0.944954168272355,-0.6518282585107127,-0.2853533081985411,-0.20983719973798556,-1.7550173743056705,-0.41578456811016534
-1.46927955601511,0.8790968322371677,-1.3421806578833766,-1.7317727850732374,0.10789953431494026,-3.3223467302830048,1.335176062566275
-0.32381424646070417,0.16237325144797143,1.361606482598634,0.8548024490247698,0.39203889969986533,0.8609364887626734,-0.834397301548633
0.4901660559960702,-0.6355141246126363,0.17645344325381548,0.5426104858797202,0.7773273578214357,1.4249732126999426,0.0853093826398207
1.884046245989158,0.1807287355809962,1.2465740727432386,1.5651077391807224,0.4800287921689431,3.0690259690425306,0.1784051206877712
-0.33614929164747126,-0.07087322933019295,-0.723661010105186,0.63381978714445,1.168512095864508,0.7180044916727473,-0.43201272456846807
-1.361622200251578,0.4546266649800593,-0.6094216072418213,0.8975067686585609,1.526770945646624,-0.69165686987433,-0.31197606730467314
0.1195682652539419,-0.8993720577082358,0.11200441010348,-1.2481341195377205,-1.9426127838462781,-0.604331984984129,0.36637757872689103
0.14193472716619598,-0.6675825646866579,-2.3794184829608995,-2.975083188718312,-2.3198212625649752,-3.708584207999488,-1.493399721920067
-0.045062846404115446,-0.953991856829713,-0.27038792491581853,-1.5661881281927703,-0.0975922944153449,-0.9145349286175751,-0.6317810080048797
-0.43879418680389065,-0.39123884255174673,-0.6454557112276904,-0.27383263690006054,-1.3266831673373796,-2.322335585019032,-0.8018735665768232
0.13610740360153373,1.5871086493995925,0.48829434763881585,-0.5564515994523281,-0.24361585103772443,1.2784068229058816,0.8995948741933915
0.0021026949032034465,1.145040317529157,0.19593490258997223,-1.1677913269466718,-2.6933036750552155,-1.6687841244813741,0.7461193237283357
-1.066048493450734,0.5225697603261492,-2.183500064836149,-0.8915321536180292,-0.13643870757575605,-2.62635247481953,-0.17040838320504725
0.08033849656234074,-0.5339501524304351,0.38521410373290516,2.056882429749189,2.799502533651694,1.0571298839384042,-0.791108089159393
-1.5205211416932587,0.6645403767541609,-1.2825957960166212,-0.4022767463428156,0.011375613283481023,-1.0639892532393693,-0.519242851233213
0.9391908503666427,0.031060467530658283,0.6995215614629673,0.5387887306708984,0.9749989411802678,0.9657899367665757,-0.28170891387643565
-0.061767143053981864,-0.14704902464118938,-0.520478538596653,1.0433601924609242,-1.1771818706282229,-0.9933248862466151,-0.034649902815072686
-0.5060056188098357,-0.8517244394660684,-0.9172168200959332,-0.022839904937381306,-0.03650877858234962,-0.596787099783097,0.8207165676806139
-0.13881460350022723,-0.37231113389135995,-0.7045533899826175,-0.29343432059726965,0.6908891303217957,-0.2988745463242299,-0.7349975325431577
-0.6911874941247516,-0.10362637107155631,2.4283182216137686,1.151300900985667,1.5670645966063421,3.158626904385863,0.49956052363039427
0.4495036997375812,-0.42071813029388305,0.572239150943871,1.1671246849880612,2.5382796802561227,3.1851266725314202,-0.5278475585912918
0.7629335766064781,-0.5489066948592999,0.34717385373290327,-1.0253090352933252,-2.026679327624843,0.6567556531981684,-2.4343737931854705
-1.8939231538521852,0.25927994264034465,-0.4333283570421784,-0.30675161093735015,1.0271641320879499,0.2950573138950652,-1.1737786275950197
-1.0963976386465215,-0.47249287855036337,-0.2192012768713582,0.14178163950930375,1.1407266643136795,-0.7443714682298306,0.1042612757530097
1.6071326738629395,0.6406279152854788,2.3895581404893296,0.6023915376471922,1.1028868407184698,3.571322980789242,1.2016001934680862
-0.7322457513794086,0.4352952860579751,-2.2530032304903687,-2.2472811322349298,-2.8804348428488615,-3.763956228592943,0.6332876550847679
0.8826663854146997,-1.1024350697386345,0.9824615968602041,-1.4833380519613075,-2.7900920192728016,0.07685911667401102,1.1128962783739076
-0.5072169750989644,1.0268803030013838,-0.22219081278913233,-1.8833170176992637,-0.9086981875319119,-0.6151568561437495,0.9456335986918392
-0.30554390088256295,2.129825543319505,0.25273211235449655,0.4259923753256746,1.0940539830599596,1.4378279286999052,-0.8599351403257705
0.6970027645031165,0.6915557101077199,0.8775735208214768,0.38829317556245974,-0.4914910623145568,1.50641994948218,2.289556311191289
-0.17248439199308896,-0.3846754287492306,0.18663672767298278,-1.828640974416045,-0.9078436155299393,0.9394151078992237,-0.34595563064334295
1.145167438733263,0.11132834564970533,0.8276640560876221,-0.5481331380471989,-1.4076610711492,-0.8908943970756822,2.470394010035477
1.29893785740166,-0.09024662949377142,2.377900419050787,3.5164084852590545,1.766192181420344,4.572966250159496,-0.019001044000935607
-1.5673349133209218,-0.1357981556316518,-2.065835930813468,-0.708316407196474,-1.7303566567198874,-4.070790832884889,-1.4115076560301776
-0.16503676525252312,-0.989962946820443,-0.7345487456541345,0.5353444963310038,0.014275223591670827,-0.9895004201728803,-1.966247516090883
-0.41880618315275386,-0.3410038145994283,-2.6563100601373955,-1.604143450756823,0.389978437751735,-2.72158578824888,-0.6808397954672982
-2.2356547270557017,0.26219278424493003,-0.17642462660564617,-0.038775937160235266,2.504529933281482,-0.416931063461805,-0.010994308892533217
