C,X,M1,M2,Y
-0.29674489206223387,-0.2934179111665542,1.5360870686862036,2.3063550691044155,1.0933434828745585
-0.44677673645678384,0.9389682278910545,2.642646100626281,2.2356086934998625,4.172096265349556
0.5443074816588739,1.064815468895463,0.1303022183336634,-1.1288606699547135,1.6608423318853718
-0.16644170548231957,0.8038291378777401,1.9081985609285044,1.8429557832011094,2.132329184194869
-0.3896491352878061,1.7844360911938477,-0.2664175847022796,0.10637569560121504,1.6408927746584703
-0.006294890448337419,0.0673524440248887,0.8970111141869517,-0.4895440514555731,0.3669292926761045
-1.577999473675128,0.3106888840370968,-0.2792731872648674,-0.06572181326358323,0.876721673633145
-0.2457925621189676,-2.0277548990691425,-3.49849814478807,-1.1692728456406731,-1.2135445824667876
-0.08500098175844624,1.397229177025304,1.9651569565760831,1.9898943446339457,3.315554252945576
0.8934506517942805,1.0070123199656356,1.365243917817035,0.7431725735000342,2.238153454673298
-0.665468712750102,-0.06887742861448509,-1.6604958638395084,-1.9021483563276633,-1.2253583181078893
-0.6367340766744527,1.1112440873293337,1.895452188115017,1.5847077672708838,0.943911749076813
-0.050411616648526905,1.7858190197839388,2.724431612286075,1.403945365719237,2.0128990678484984
0.655125499141262,-0.5734467760032915,-1.538981866568263,-2.128335916136471,0.0922635270152874
1.504144015344389,1.8712603674814299,2.203993645429511,1.744877465261089,4.105907780245458
-0.485598627588601,-1.1686109922953276,-1.1457435712836548,-1.3024205927527388,-2.662720407921578
-1.2166322025020104,-0.16345454824714006,-0.7921209673430027,0.45703169716126013,0.3134169116143929
1.2670403809760262,0.7301229040898147,0.13585470753264905,-0.46112494813806504,1.1965815321637139
1.905667458494161,1.726831293015013,0.8578885968859997,1.6366561192830784,2.826524967694491
-0.29349148259831515,0.33042891274990144,0.37575847065970025,-0.4048713118209501,-0.758421499864415
0.7051631644436905,0.05980628013276251,1.3606735703689818,1.8238488845189371,4.125842244239049
1.5676554781506573,0.8023868768478416,0.6093961029012489,1.5937036784961105,2.57139655409571
-0.7833728783738749,0.47251527313074215,1.5913832618351509,2.001837192302032,0.33901528319695484
